id,template_id,day_number,task_title,task_description,task_type,sort_order,is_active,is_deleted,created_at,updated_at,created_by,updated_by
9b9a9480-1e5d-4fdc-9d17-6c9975d6081a,e81d77a0-0007-4c12-a167-9bf461d3fa07,19,Day 19 Topic: Thermodynamics (First & Second Laws),Today's MCQ test will be based on the topic 'Thermodynamics (First & Second Laws)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
feee1917-aefc-4d73-a26e-05805ab9070b,e81d77a0-0007-4c12-a167-9bf461d3fa07,20,Day 20 Topic: Simple Harmonic Motion & Waves,Today's MCQ test will be based on the topic 'Simple Harmonic Motion & Waves'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
0b296fb1-6efd-41dc-b792-00b56a322881,e81d77a0-0008-4c12-a167-9bf461d3fa08,1,Day 1 Topic: Solid State,Today's MCQ test will be based on the topic 'Solid State'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
efc3a731-0a11-44dd-b71b-3c5412f73e4b,e81d77a0-0008-4c12-a167-9bf461d3fa08,2,Day 2 Topic: Solutions & Vapor pressure,Today's MCQ test will be based on the topic 'Solutions & Vapor pressure'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
99991a82-d45a-44ac-af55-d2e3eea8f2e3,e81d77a0-0008-4c12-a167-9bf461d3fa08,3,Day 3 Topic: Colligative Properties,Today's MCQ test will be based on the topic 'Colligative Properties'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
559e9947-77c5-45fe-93d7-c137bce22e09,e81d77a0-0008-4c12-a167-9bf461d3fa08,4,Day 4 Topic: Electrochemistry & Nernst equation,Today's MCQ test will be based on the topic 'Electrochemistry & Nernst equation'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e6bdf5a3-cf50-4aef-a904-24449f0ced4b,e81d77a0-0008-4c12-a167-9bf461d3fa08,5,Day 5 Topic: Faraday's Laws & Electrolytic conductance,Today's MCQ test will be based on the topic 'Faraday's Laws & Electrolytic conductance'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
331e1a1f-6a6f-4449-a25b-6e8260a7a128,e81d77a0-0008-4c12-a167-9bf461d3fa08,6,Day 6 Topic: Chemical Kinetics & Order of reaction,Today's MCQ test will be based on the topic 'Chemical Kinetics & Order of reaction'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
73b1d1e0-d89b-4a8a-a345-c943dbdc9c19,e81d77a0-0008-4c12-a167-9bf461d3fa08,7,Day 7 Topic: Arrhenius Equation & Activation Energy,Today's MCQ test will be based on the topic 'Arrhenius Equation & Activation Energy'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
856b61b6-62ce-42ab-9a72-e2c68b3820ba,e81d77a0-0008-4c12-a167-9bf461d3fa08,8,Day 8 Topic: Surface Chemistry,Today's MCQ test will be based on the topic 'Surface Chemistry'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
395e9f03-e088-4939-af62-f9f1ac572f35,e81d77a0-0008-4c12-a167-9bf461d3fa08,9,Day 9 Topic: Principles of Metallurgy,Today's MCQ test will be based on the topic 'Principles of Metallurgy'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
90b87c28-8e3d-49fe-b236-1b7ccf4704ed,e81d77a0-0008-4c12-a167-9bf461d3fa08,10,Day 10 Topic: p-Block Elements,Today's MCQ test will be based on the topic 'p-Block Elements'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a89d08e3-495a-426c-a99d-207bd8c7df2a,e81d77a0-0008-4c12-a167-9bf461d3fa08,11,Day 11 Topic: Transition Elements (d & f block),Today's MCQ test will be based on the topic 'Transition Elements (d & f block)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
0c132350-9017-4790-b8f8-ffa6f9904a77,e81d77a0-0008-4c12-a167-9bf461d3fa08,12,Day 12 Topic: Coordination Compounds,Today's MCQ test will be based on the topic 'Coordination Compounds'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c601e8bc-b87f-4e00-8293-257839ff47c8,e81d77a0-0008-4c12-a167-9bf461d3fa08,13,Day 13 Topic: Valence Bond & Crystal Field Theory,Today's MCQ test will be based on the topic 'Valence Bond & Crystal Field Theory'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
013dc316-9dc4-41b5-9741-d8df245247ed,e81d77a0-0008-4c12-a167-9bf461d3fa08,14,Day 14 Topic: Haloalkanes & Haloarenes,Today's MCQ test will be based on the topic 'Haloalkanes & Haloarenes'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e2a4d7ab-037d-46cd-a1e8-a77334dcb4a0,e81d77a0-0008-4c12-a167-9bf461d3fa08,15,"Day 15 Topic: Alcohols, Phenols & Ethers","Today's MCQ test will be based on the topic 'Alcohols, Phenols & Ethers'. Please study this topic in detail from your NCERT book and classroom notes.",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
48d79a73-956a-406c-8d17-62a3a010b398,e81d77a0-0008-4c12-a167-9bf461d3fa08,16,Day 16 Topic: Aldehydes & Ketones,Today's MCQ test will be based on the topic 'Aldehydes & Ketones'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
25a19745-9603-488d-9358-7a068103ae59,e81d77a0-0008-4c12-a167-9bf461d3fa08,17,Day 17 Topic: Carboxylic Acids & Amines,Today's MCQ test will be based on the topic 'Carboxylic Acids & Amines'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
7bc4fe12-d803-456f-9c35-295f9b2321e9,e81d77a0-0008-4c12-a167-9bf461d3fa08,18,Day 18 Topic: Biomolecules & Glucose structure,Today's MCQ test will be based on the topic 'Biomolecules & Glucose structure'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
93b29571-d9a8-42c9-a226-4384bc72bf7b,e81d77a0-0008-4c12-a167-9bf461d3fa08,19,"Day 19 Topic: Proteins, Amino Acids & Nucleic Acids","Today's MCQ test will be based on the topic 'Proteins, Amino Acids & Nucleic Acids'. Please study this topic in detail from your NCERT book and classroom notes.",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e0d27a0f-2529-411c-9630-3c5f55fccfd4,e81d77a0-0008-4c12-a167-9bf461d3fa08,20,Day 20 Topic: Polymers & Chemistry in Everyday Life,Today's MCQ test will be based on the topic 'Polymers & Chemistry in Everyday Life'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
cbea076e-af6f-4479-bf9a-bdd7be55be09,e81d77a0-0009-4c12-a167-9bf461d3fa09,1,Day 1 Topic: Relations & Functions,Today's MCQ test will be based on the topic 'Relations & Functions'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
8be9be7c-d031-4d1e-8997-9eb9eae4c519,e81d77a0-0009-4c12-a167-9bf461d3fa09,2,Day 2 Topic: Inverse Trigonometric Functions,Today's MCQ test will be based on the topic 'Inverse Trigonometric Functions'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
aa08d75f-cd75-43e4-b090-95a896bfca3f,e81d77a0-0009-4c12-a167-9bf461d3fa09,3,Day 3 Topic: Matrices & Transpose,Today's MCQ test will be based on the topic 'Matrices & Transpose'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
4cbaaad6-09a2-462f-9d03-20d5063ab9fb,e81d77a0-0009-4c12-a167-9bf461d3fa09,4,Day 4 Topic: Symmetric & Skew-symmetric matrices,Today's MCQ test will be based on the topic 'Symmetric & Skew-symmetric matrices'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
5faacd3e-24b5-44a7-b9a0-6cb6a14001da,e81d77a0-0009-4c12-a167-9bf461d3fa09,5,Day 5 Topic: Determinants & Properties,Today's MCQ test will be based on the topic 'Determinants & Properties'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b40c1d91-cd37-4049-8505-aa642f735ea6,e81d77a0-0009-4c12-a167-9bf461d3fa09,6,Day 6 Topic: Adjoint & Inverse of a Matrix,Today's MCQ test will be based on the topic 'Adjoint & Inverse of a Matrix'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c6f74790-9a45-44a3-a7b1-26b6d667721d,e81d77a0-0009-4c12-a167-9bf461d3fa09,7,Day 7 Topic: Continuity of functions,Today's MCQ test will be based on the topic 'Continuity of functions'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
bb094ad9-47fb-4c26-8ec2-767ce15d2d93,e81d77a0-0009-4c12-a167-9bf461d3fa09,8,Day 8 Topic: Differentiability & Chain Rule,Today's MCQ test will be based on the topic 'Differentiability & Chain Rule'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
eb270679-e919-4509-a56d-97d79ec106d0,e81d77a0-0009-4c12-a167-9bf461d3fa09,9,Day 9 Topic: Logarithmic & Parametric Differentiation,Today's MCQ test will be based on the topic 'Logarithmic & Parametric Differentiation'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
8a12b4e5-46f5-4460-9b25-78774205b65d,e81d77a0-0009-4c12-a167-9bf461d3fa09,10,Day 10 Topic: Tangents & Normals,Today's MCQ test will be based on the topic 'Tangents & Normals'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
c75db15e-b3bc-4d8d-8d84-a23c191887a6,e81d77a0-0009-4c12-a167-9bf461d3fa09,11,Day 11 Topic: Maxima & Minima,Today's MCQ test will be based on the topic 'Maxima & Minima'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
4e070379-49cd-4bc3-9283-5ab6edd1d93f,e81d77a0-0009-4c12-a167-9bf461d3fa09,12,Day 12 Topic: Indefinite Integrals,Today's MCQ test will be based on the topic 'Indefinite Integrals'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a59a47a3-d125-404b-ad13-600a9e9f26cd,e81d77a0-0009-4c12-a167-9bf461d3fa09,13,Day 13 Topic: Integrals by Parts & Partial Fractions,Today's MCQ test will be based on the topic 'Integrals by Parts & Partial Fractions'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
78bac5c7-97b5-47c3-9e10-1c92aa9113d4,e81d77a0-0009-4c12-a167-9bf461d3fa09,14,Day 14 Topic: Definite Integrals & Properties,Today's MCQ test will be based on the topic 'Definite Integrals & Properties'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
839a18c4-31da-49f4-8a71-eb8604ae1ff3,e81d77a0-0009-4c12-a167-9bf461d3fa09,15,Day 15 Topic: Area under Simple Curves,Today's MCQ test will be based on the topic 'Area under Simple Curves'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9b46d756-2e73-4e7d-ac62-4d5261c3d6b8,e81d77a0-0009-4c12-a167-9bf461d3fa09,16,Day 16 Topic: Ordinary Differential Equations,Today's MCQ test will be based on the topic 'Ordinary Differential Equations'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
3a0152a3-9a2f-4042-bc12-ae90692447eb,e81d77a0-0009-4c12-a167-9bf461d3fa09,17,Day 17 Topic: Homogeneous & Linear Differential Equations,Today's MCQ test will be based on the topic 'Homogeneous & Linear Differential Equations'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9e6ee60f-fd70-4d66-886c-de3e6222496a,e81d77a0-0009-4c12-a167-9bf461d3fa09,18,Day 18 Topic: Vector Algebra (Dot & Cross products),Today's MCQ test will be based on the topic 'Vector Algebra (Dot & Cross products)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
13bd199f-64a3-43de-a1a7-d149d647731c,e81d77a0-0009-4c12-a167-9bf461d3fa09,19,Day 19 Topic: Three Dimensional Geometry,Today's MCQ test will be based on the topic 'Three Dimensional Geometry'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
57d9a982-deb3-4c60-ab49-81dde59b28a9,e81d77a0-0009-4c12-a167-9bf461d3fa09,20,Day 20 Topic: Linear Programming & Bayes' Theorem,Today's MCQ test will be based on the topic 'Linear Programming & Bayes' Theorem'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
a6ddc049-6ab0-41d6-a606-35bfb49732c9,e81d77a0-0010-4c12-a167-9bf461d3fa10,1,"Day 1 Topic: Sets, Subsets & Power Sets","Today's MCQ test will be based on the topic 'Sets, Subsets & Power Sets'. Please study this topic in detail from your NCERT book and classroom notes.",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
40fab19c-08da-4911-a244-eff61a6480ea,e81d77a0-0010-4c12-a167-9bf461d3fa10,2,Day 2 Topic: Relations & Functions,Today's MCQ test will be based on the topic 'Relations & Functions'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
1a92a858-b34c-4195-a937-d49c1e25c68e,e81d77a0-0010-4c12-a167-9bf461d3fa10,3,Day 3 Topic: Trigonometric Functions & Identities,Today's MCQ test will be based on the topic 'Trigonometric Functions & Identities'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
d0d6816d-f7ea-4fa5-af63-4d211f3467d7,e81d77a0-0010-4c12-a167-9bf461d3fa10,4,Day 4 Topic: Principle of Mathematical Induction,Today's MCQ test will be based on the topic 'Principle of Mathematical Induction'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
e52d43e5-f182-4ed3-b894-290f469d96d0,e81d77a0-0010-4c12-a167-9bf461d3fa10,5,Day 5 Topic: Complex Numbers & Quadratic Equations,Today's MCQ test will be based on the topic 'Complex Numbers & Quadratic Equations'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
88c6230c-f57c-4093-beca-c1fc90eecc45,e81d77a0-0010-4c12-a167-9bf461d3fa10,6,Day 6 Topic: Linear Inequalities,Today's MCQ test will be based on the topic 'Linear Inequalities'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
97da58cf-c0d0-4230-a658-584b9f15e22c,e81d77a0-0010-4c12-a167-9bf461d3fa10,7,Day 7 Topic: Permutations,Today's MCQ test will be based on the topic 'Permutations'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
2011450d-6a7b-43a5-8cd4-b09bf9e4f6d1,e81d77a0-0010-4c12-a167-9bf461d3fa10,8,Day 8 Topic: Combinations,Today's MCQ test will be based on the topic 'Combinations'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
1c872059-9f1b-4a94-a875-ed5952f1298f,e81d77a0-0010-4c12-a167-9bf461d3fa10,9,Day 9 Topic: Binomial Theorem & General Term,Today's MCQ test will be based on the topic 'Binomial Theorem & General Term'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
8009125d-6346-4154-9095-8bc4939330a3,e81d77a0-0010-4c12-a167-9bf461d3fa10,10,Day 10 Topic: Arithmetic Progression (AP),Today's MCQ test will be based on the topic 'Arithmetic Progression (AP)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
7bcd5ee1-2262-4ba2-80be-87ab86dc499c,e81d77a0-0010-4c12-a167-9bf461d3fa10,11,Day 11 Topic: Geometric Progression (GP),Today's MCQ test will be based on the topic 'Geometric Progression (GP)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
64e0bb08-236c-4ea0-972a-10233b1db3a2,e81d77a0-0010-4c12-a167-9bf461d3fa10,12,Day 12 Topic: Straight Lines & Slope of a line,Today's MCQ test will be based on the topic 'Straight Lines & Slope of a line'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
3486dcc9-43a3-4b40-b368-9a6d7591572d,e81d77a0-0010-4c12-a167-9bf461d3fa10,13,Day 13 Topic: Conic Sections (Circles & Parabola),Today's MCQ test will be based on the topic 'Conic Sections (Circles & Parabola)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
51799f44-383b-48bf-9139-9aec0470fbbd,e81d77a0-0010-4c12-a167-9bf461d3fa10,14,Day 14 Topic: Conic Sections (Ellipse & Hyperbola),Today's MCQ test will be based on the topic 'Conic Sections (Ellipse & Hyperbola)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b4880869-bc1f-4813-9333-27fa7284d7ee,e81d77a0-0010-4c12-a167-9bf461d3fa10,15,Day 15 Topic: 3D Coordinate Geometry,Today's MCQ test will be based on the topic '3D Coordinate Geometry'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
8ef8c479-5780-44ec-82f9-51859a3d55ad,e81d77a0-0010-4c12-a167-9bf461d3fa10,16,Day 16 Topic: Limits of functions,Today's MCQ test will be based on the topic 'Limits of functions'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
99fdb465-7ac5-4faa-8403-319eecf6ab7a,e81d77a0-0010-4c12-a167-9bf461d3fa10,17,Day 17 Topic: Derivatives of functions,Today's MCQ test will be based on the topic 'Derivatives of functions'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
21c7ae06-a4ab-441a-92b0-9b6eaefcd603,e81d77a0-0010-4c12-a167-9bf461d3fa10,18,Day 18 Topic: Mathematical Reasoning,Today's MCQ test will be based on the topic 'Mathematical Reasoning'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
845889e9-9ec7-4718-a2c0-594d8326ab1f,e81d77a0-0010-4c12-a167-9bf461d3fa10,19,Day 19 Topic: Statistics (Variance),Today's MCQ test will be based on the topic 'Statistics (Variance)'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
97913198-a52f-4f33-8cee-7da7068c4771,e81d77a0-0010-4c12-a167-9bf461d3fa10,20,Day 20 Topic: Probability,Today's MCQ test will be based on the topic 'Probability'. Please study this topic in detail from your NCERT book and classroom notes.,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
96311fcf-cb18-4e6a-8cdb-e2a21f0d6b46,e81d77a0-0101-4c12-a167-9bf461d3fa01,1,दिन 1 टॉपिक: भौतिक जगत और मापन,आज का MCQ टेस्ट इसी टॉपिक 'भौतिक जगत और मापन' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
79f96407-7db4-4a5c-97b4-ceb5018f2989,e81d77a0-0101-4c12-a167-9bf461d3fa01,2,दिन 2 टॉपिक: विमाएं और विमीय विश्लेषण,आज का MCQ टेस्ट इसी टॉपिक 'विमाएं और विमीय विश्लेषण' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
3cfd7db2-f245-493d-8f77-352a2fe836fd,e81d77a0-0101-4c12-a167-9bf461d3fa01,3,दिन 3 टॉपिक: सरल रेखा में गति,आज का MCQ टेस्ट इसी टॉपिक 'सरल रेखा में गति' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
66f5cc8b-087f-4ae5-9c0b-803a7e0675f1,e81d77a0-0101-4c12-a167-9bf461d3fa01,4,"दिन 4 टॉपिक: चाल, वेग और सापेक्ष वेग","आज का MCQ टेस्ट इसी टॉपिक 'चाल, वेग और सापेक्ष वेग' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
48496990-a369-42f7-a3e3-5c482e5225fe,e81d77a0-0101-4c12-a167-9bf461d3fa01,5,दिन 5 टॉपिक: समतल में गति और सदिश,आज का MCQ टेस्ट इसी टॉपिक 'समतल में गति और सदिश' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
defd9b40-f663-453f-9da7-c9725704c142,e81d77a0-0101-4c12-a167-9bf461d3fa01,6,दिन 6 टॉपिक: प्रक्षेप्य गति,आज का MCQ टेस्ट इसी टॉपिक 'प्रक्षेप्य गति' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
4f9b3973-60a8-4734-92a1-5cde64a4cc09,e81d77a0-0101-4c12-a167-9bf461d3fa01,7,दिन 7 टॉपिक: न्यूटन के प्रथम और द्वितीय नियम,आज का MCQ टेस्ट इसी टॉपिक 'न्यूटन के प्रथम और द्वितीय नियम' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
27efbf43-d43a-4237-a110-1a46023174d2,e81d77a0-0101-4c12-a167-9bf461d3fa01,8,दिन 8 टॉपिक: न्यूटन का तृतीय नियम और घर्षण,आज का MCQ टेस्ट इसी टॉपिक 'न्यूटन का तृतीय नियम और घर्षण' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
b7d64fc9-6975-4122-8991-e69321fae345,e81d77a0-0101-4c12-a167-9bf461d3fa01,9,"दिन 9 टॉपिक: कार्य, ऊर्जा और शक्ति","आज का MCQ टेस्ट इसी टॉपिक 'कार्य, ऊर्जा और शक्ति' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।",read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
f3ed5dd0-db59-40a1-b2d9-b048c05250fd,e81d77a0-0101-4c12-a167-9bf461d3fa01,10,दिन 10 टॉपिक: स्थितिज ऊर्जा और ऊर्जा संरक्षण,आज का MCQ टेस्ट इसी टॉपिक 'स्थितिज ऊर्जा और ऊर्जा संरक्षण' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
9f2e7e8e-e0c4-4329-bccd-b75571d9e8f8,e81d77a0-0101-4c12-a167-9bf461d3fa01,11,दिन 11 टॉपिक: द्रव्यमान केंद्र और रेखीय संवेग,आज का MCQ टेस्ट इसी टॉपिक 'द्रव्यमान केंद्र और रेखीय संवेग' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
554ac550-9ee8-4580-b878-66e742e1663b,e81d77a0-0101-4c12-a167-9bf461d3fa01,12,दिन 12 टॉपिक: बल आघूर्ण और कोणीय संवेग,आज का MCQ टेस्ट इसी टॉपिक 'बल आघूर्ण और कोणीय संवेग' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
d404c4f8-22ba-4932-a52c-f62b9d6c480d,e81d77a0-0101-4c12-a167-9bf461d3fa01,13,दिन 13 टॉपिक: जड़त्व आघूर्ण,आज का MCQ टेस्ट इसी टॉपिक 'जड़त्व आघूर्ण' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
5fe25965-a3f2-46f2-978f-bc6fdf951e8f,e81d77a0-0101-4c12-a167-9bf461d3fa01,14,दिन 14 टॉपिक: केप्लर के नियम,आज का MCQ टेस्ट इसी टॉपिक 'केप्लर के नियम' पर आधारित रहेगा। कृपया एनसीईआरटी पुस्तक और क्लास नोट्स से इसका अच्छी तरह अध्ययन करें।,read,1,True,False,2026-06-12 10:45:17+00,2026-06-12 10:45:17+00,,
